<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>
GTN,20210809,11.1385,11.6308,11.1385,11.6308,1829200
GTN,20210810,11.6308,11.8770,11.4154,11.4154,881400
GTN,20210811,11.2923,11.3231,11.0769,11.1077,980800
GTN,20210812,11.1077,11.6923,11.1077,11.3231,1138500
GTN,20210813,11.3231,11.4462,11.0769,11.3538,561300
GTN,20210816,11.3846,11.6307,11.2615,11.5385,1016700
GTN,20210817,11.5077,12.0308,11.5077,11.6923,1640700
GTN,20210818,11.7538,11.8769,11.6923,11.6923,883100
GTN,20210819,11.6923,11.6923,11.3538,11.3846,775900
GTN,20210820,11.2923,11.5692,10.7692,10.8923,1519200
GTN,20210823,10.6769,10.8923,10.6461,10.7077,605800
GTN,20210824,10.9231,10.9231,10.4923,10.6154,367900
GTN,20210825,10.5846,10.7692,10.4923,10.7692,188500
GTN,20210826,10.8307,10.8307,10.7077,10.7077,304700
GTN,20210827,10.6462,10.8615,10.5846,10.8000,261500
GTN,20210830,10.8308,11.2000,10.7692,11.1692,1000000
GTN,20210831,11.4154,11.5077,11.1692,11.2000,821700
GTN,20210901,11.1385,11.2923,11.1385,11.1692,601300
GTN,20210906,11.3538,11.9077,11.1384,11.8154,2077400
GTN,20210907,11.8769,12.1231,11.6000,11.6615,2910400
GTN,20210908,11.6000,11.6923,11.3846,11.5077,671600
GTN,20210909,11.5077,11.5077,11.2615,11.4154,746100
GTN,20210910,11.4154,11.9385,11.4154,11.7846,1303300
GTN,20210913,11.7846,12.4308,11.7846,12.2769,3564200
GTN,20210914,12.5231,12.5231,12.0000,12.1231,1346000
GTN,20210915,12.0616,12.5231,11.8769,12.3077,1802500
GTN,20210916,12.3077,12.4000,12.0615,12.1231,773900
GTN,20210917,12.1231,12.6154,12.0616,12.3385,1788900
GTN,20210920,12.3693,12.4000,12.0923,12.1538,1344600
GTN,20210921,12.0000,12.0615,11.6307,12.0000,1284400
GTN,20210922,11.9385,12.3077,11.6923,12.1846,1226500
GTN,20210923,12.3077,12.3077,11.8154,11.8154,1118700
GTN,20210924,11.7846,11.9385,11.6615,11.6615,835800
GTN,20210927,11.6615,11.6615,11.1692,11.1692,1471600
GTN,20210928,11.0154,11.5384,10.9538,11.3846,1217000
GTN,20210929,11.3846,11.3846,11.2000,11.3538,431700
GTN,20210930,11.2615,11.5384,11.2615,11.3538,325900
GTN,20211001,11.3846,11.4769,11.2000,11.2923,422300
GTN,20211004,11.4461,11.8154,11.3231,11.6615,711000
GTN,20211005,11.8153,11.8153,11.5384,11.5692,436500
GTN,20211006,11.6307,11.7538,11.5077,11.5692,349100
GTN,20211007,11.6000,12.0000,11.5384,11.9077,1160600
GTN,20211008,12.0000,12.0308,11.8154,11.8154,543300
GTN,20211011,11.9077,11.9385,11.6923,11.7231,482800
GTN,20211012,11.7231,11.9077,11.6308,11.8154,650600
GTN,20211013,11.8769,12.0000,11.6616,11.6923,690100
GTN,20211014,11.6923,11.8154,11.6923,11.7231,765900
GTN,20211015,11.7846,11.7846,11.5077,11.5385,907600
GTN,20211018,11.5385,11.6616,11.3539,11.4154,959200
GTN,20211019,11.3846,11.4462,11.2923,11.4154,459500
GTN,20211020,11.4154,11.7231,11.3231,11.3846,375600
GTN,20211021,11.3846,11.4461,11.3231,11.3846,317500
GTN,20211022,11.3846,11.6308,11.3846,11.5692,592500
GTN,20211025,11.6923,12.0923,11.6000,12.0615,2205000
GTN,20211026,12.2461,12.2461,11.9692,12.1231,1223100
GTN,20211027,12.1231,12.1539,11.9385,12.0000,1093300
GTN,20211028,12.0000,12.4615,11.7846,12.3077,3013800
GTN,20211029,12.4308,12.8923,12.4000,12.8615,2979800
GTN,20211101,12.9538,13.2923,12.7692,12.9231,2065600
GTN,20211102,12.8616,13.2308,12.7077,13.0769,2340400
GTN,20211103,13.1692,13.1692,12.3692,12.3692,2819700
GTN,20211104,12.3692,12.9538,12.3077,12.7385,1731000
GTN,20211105,12.7693,12.9231,12.7077,12.7692,965000
GTN,20211108,12.8307,13.5384,12.8307,13.4769,3525700
GTN,20211109,13.5384,13.6615,13.2307,13.3846,2233400
GTN,20211110,13.3846,14.0308,13.2615,13.9385,2137100
GTN,20211111,13.8154,14.0616,13.4154,13.6000,1802700
GTN,20211112,13.6000,13.6615,13.2923,13.5077,1304000
GTN,20211115,13.5077,14.1539,13.3539,13.8462,2987700
GTN,20211116,13.9077,13.9077,13.3847,13.4154,1533400
GTN,20211117,13.4769,13.6308,13.3539,13.4154,1171100
GTN,20211118,13.6000,13.6308,13.2923,13.4769,1390900
GTN,20211119,13.6307,13.6307,12.5538,12.7385,2975500
GTN,20211122,12.7385,12.8923,12.0000,12.0000,1755600
GTN,20211123,11.8769,12.4923,11.8769,12.4923,765800
GTN,20211124,12.5538,12.7692,12.3692,12.4308,830900
GTN,20211125,12.6154,12.7693,12.4000,12.5846,848000
GTN,20211126,12.6154,12.6461,12.3077,12.4000,761000
GTN,20211129,11.9385,12.4308,11.9385,12.2462,782800
GTN,20211130,12.6154,12.9231,12.6154,12.8000,1427100
GTN,20211201,12.8000,13.2615,12.8000,13.2615,1580800
GTN,20211202,13.2615,13.3846,13.0769,13.2615,1006700
GTN,20211203,13.1692,13.1692,12.6153,12.6154,946500
GTN,20211206,12.3077,12.6154,11.8154,12.0615,907800
GTN,20211207,12.1538,12.4615,12.1230,12.4615,494700
GTN,20211208,12.4923,12.5846,12.3692,12.4615,427000
GTN,20211209,12.4307,12.6769,12.3384,12.6462,442300
GTN,20211210,12.4000,12.6154,12.3077,12.4000,563300
GTN,20211213,12.5846,12.6154,12.3385,12.4923,550400
GTN,20211214,12.4308,12.5231,12.4000,12.4308,660500
GTN,20211215,12.4000,12.9846,12.4000,12.6769,922500
GTN,20211216,12.7077,12.8923,12.6769,12.8000,786800
GTN,20211217,12.9231,12.9231,12.7385,12.7692,941100
GTN,20211220,12.7692,13.2000,12.7384,13.1385,1823900
GTN,20211221,13.2000,13.3847,13.1077,13.3231,1436800
GTN,20211222,13.4154,13.4462,13.0154,13.2308,1544300
GTN,20211223,13.0462,13.1693,12.4308,12.6769,1402800
GTN,20211224,12.9231,12.9231,12.4307,12.5231,789200
GTN,20211227,12.5539,12.6769,12.4616,12.5538,493900
GTN,20211228,12.6769,12.6769,12.3076,12.3077,1086000
GTN,20211229,12.1846,12.6154,12.1846,12.4923,994100
GTN,20211230,12.4000,12.6154,12.3385,12.3692,486000
GTN,20211231,12.3692,12.4615,12.2769,12.3077,576900
GTN,20220104,12.4308,12.5539,12.3692,12.4308,555600
GTN,20220105,12.4923,12.5539,12.2770,12.3692,944200
GTN,20220106,12.4307,12.4615,12.2769,12.3692,1182300
GTN,20220107,12.4000,12.4307,12.2769,12.3077,747400
GTN,20220110,12.3077,12.3077,11.9385,11.9385,1551200
GTN,20220111,11.9385,12.1847,11.9077,12.0000,859800
GTN,20220112,11.8769,11.9385,11.5692,11.9385,858100
GTN,20220113,11.9385,12.0616,11.6308,11.6923,703400
GTN,20220114,11.6000,11.8154,11.4461,11.8154,562900
GTN,20220117,11.7846,11.7846,11.5692,11.6000,160500
GTN,20220118,10.9538,11.3846,10.9538,11.0769,522800
GTN,20220119,11.0769,11.2000,10.9538,10.9846,312700
GTN,20220120,10.9538,11.5384,10.9538,11.3846,266800
GTN,20220121,11.3846,11.3846,11.2000,11.3538,331600
GTN,20220124,11.3538,11.3538,10.7692,10.7692,482300
GTN,20220125,10.7692,11.0461,10.6769,10.8923,265900
GTN,20220126,10.8923,11.0769,10.7077,10.8923,402900
GTN,20220127,11.0769,11.2000,10.8923,11.0154,267000
GTN,20220128,11.0154,11.0769,10.9539,11.0769,162400
GTN,20220207,11.3846,11.4461,11.2615,11.3538,219900
GTN,20220208,11.3538,11.3846,11.2307,11.3231,198900
GTN,20220209,11.3231,11.3846,11.2616,11.3538,408300
GTN,20220210,11.3846,11.3846,11.2307,11.2923,270700
GTN,20220211,11.3231,11.3846,11.1692,11.2000,430200
GTN,20220214,11.0769,11.2923,11.0769,11.2923,285900
GTN,20220215,11.2615,11.3846,11.2000,11.2923,271000
GTN,20220216,11.2923,11.6923,11.2308,11.5077,405600
GTN,20220217,11.8154,11.8154,11.4154,11.6308,492700
GTN,20220218,11.6308,11.6616,11.4770,11.6308,542800
GTN,20220221,11.6308,11.6616,11.4462,11.4769,400000
GTN,20220222,11.3846,11.4461,11.2307,11.3231,691100
GTN,20220223,11.6000,11.6000,11.3231,11.4462,461600
GTN,20220224,11.3847,11.4462,10.9539,11.1692,524300
GTN,20220225,11.2615,11.3230,11.2000,11.2615,307700
GTN,20220228,11.3230,11.3538,11.1384,11.2000,488100
GTN,20220301,11.2615,11.4154,11.2000,11.3846,481800
GTN,20220302,11.3846,11.3846,11.2308,11.3231,528200
GTN,20220303,11.3231,11.3539,11.2616,11.3231,700000
GTN,20220304,11.2923,11.5385,11.2923,11.3846,784500
GTN,20220307,11.4461,11.9384,11.3538,11.7538,1510000
GTN,20220308,19.1000,19.1000,19.1000,19.1000,0
GTN,20220309,19.1000,19.1000,19.1000,19.1000,0
GTN,20220310,0.0000,0.0000,0.0000,0.0000,0
GTN,20220311,19.1000,19.1000,19.1000,19.1000,0
GTN,20220314,19.1000,19.1000,19.1000,19.1000,0
GTN,20220315,19.1000,19.1000,19.1000,19.1000,0
GTN,20220316,19.1000,19.1000,19.1000,19.1000,0
GTN,20220317,19.1000,19.1000,19.1000,19.1000,0
GTN,20220318,19.1000,19.1000,19.1000,19.1000,0
