<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
RAL,20180423,109.1948,111.6688,106.6356,110.8157,30720,128.0000,130.9000,125.0000,129.9000,0,10,0
RAL,20180420,106.6356,112.9484,106.6356,111.7541,7080,125.0000,132.4000,125.0000,131.0000,0,500,2500
RAL,20180419,108.3417,113.0337,107.5740,113.0337,10300,127.0000,132.5000,126.1000,132.5000,0,0,0
RAL,20180418,111.7541,113.0337,110.9010,113.0337,8700,131.0000,132.5000,130.0000,132.5000,0,0,0
RAL,20180417,115.4224,115.5077,113.3749,113.5456,7860,135.3000,135.4000,132.9000,133.1000,0,10,40
RAL,20180416,111.0716,113.8868,111.0716,113.8868,2610,130.2000,133.5000,130.2000,133.5000,0,0,0
RAL,20180413,113.9722,114.3134,110.9011,113.9721,8960,133.6000,134.0000,130.0000,133.6000,0,0,0
RAL,20180412,112.5219,113.3750,110.9010,113.3750,3900,131.9000,132.9000,130.0000,132.9000,0,0,0
RAL,20180411,109.2802,113.8868,109.2802,112.6072,2770,128.1000,133.5000,128.1000,132.0000,0,0,0
RAL,20180410,113.4602,114.1427,111.7541,111.7541,16900,133.0000,133.8000,131.0000,131.0000,0,0,0
RAL,20180409,116.0195,116.0195,113.8868,113.9721,4930,136.0000,136.0000,133.5000,133.6000,0,0,0
RAL,20180406,118.5739,118.5739,115.2471,117.7257,2680,139.0000,139.0000,135.1000,138.0000,0,0,0
RAL,20180405,115.1802,116.7660,114.3456,116.0148,9030,138.0000,139.9000,137.0000,139.0000,0,700,0
RAL,20180404,116.3487,116.3487,114.3456,115.1802,5910,139.4000,139.4000,137.0000,138.0000,0,1910,0
RAL,20180403,117.6841,117.6841,114.3455,116.4322,7630,141.0000,141.0000,137.0000,139.5000,0,1910,0
RAL,20180402,117.2668,121.0227,117.2668,117.6841,12800,140.5000,145.0000,140.5000,141.0000,0,5000,1000
RAL,20180330,117.2668,120.1880,116.4322,117.2668,8350,140.5000,144.0000,139.5000,140.5000,0,0,0
RAL,20180329,115.1802,117.6007,115.0968,117.2668,20440,138.0000,140.9000,137.9000,140.5000,0,0,0
RAL,20180328,111.0070,116.0149,111.0070,114.5960,21610,133.0000,139.0000,133.0000,137.3000,0,850,0
RAL,20180327,112.6763,112.6763,111.0070,112.6763,8800,135.0000,135.0000,133.0000,135.0000,0,0,0
RAL,20180326,109.4212,115.0967,109.4212,112.6763,24670,131.1000,137.9000,131.1000,135.0000,0,500,0
RAL,20180323,109.4212,112.1755,106.8338,112.1755,6030,131.1000,134.4000,128.0000,134.4000,0,40,10
RAL,20180322,111.4243,112.0920,108.5031,112.0920,17650,133.5000,134.3000,130.0000,134.3000,0,0,0
RAL,20180321,111.8417,111.9251,111.4243,111.5078,23780,134.0000,134.1000,133.5000,133.6000,0,130,1250
RAL,20180320,114.3456,114.3456,111.8417,112.6763,11550,137.0000,137.0000,134.0000,135.0000,0,100,600
RAL,20180319,112.6763,116.8495,111.8417,112.6763,7340,135.0000,140.0000,134.0000,135.0000,0,100,600
RAL,20180316,112.7598,112.8433,111.8417,112.6763,9230,135.1000,135.2000,134.0000,135.0000,0,0,0
RAL,20180315,113.0102,113.0102,112.7598,112.7598,2340,135.4000,135.4000,135.1000,135.1000,0,0,0
RAL,20180314,111.9251,113.5109,105.3315,112.7598,2410,134.1000,136.0000,126.2000,135.1000,0,100,0
RAL,20180313,112.6763,114.3456,112.2590,112.6763,9420,135.0000,137.0000,134.5000,135.0000,0,200,0
RAL,20180312,116.7660,116.8495,112.6763,112.6763,8420,139.9000,140.0000,135.0000,135.0000,0,900,0
RAL,20180309,113.2605,113.5109,112.6763,112.6763,11200,135.7000,136.0000,135.0000,135.0000,0,0,0
RAL,20180308,113.4275,113.5110,110.5897,113.5109,5820,135.9000,136.0000,132.5000,136.0000,0,280,50
RAL,20180307,113.4275,113.4275,105.4984,113.4275,6650,135.9000,135.9000,126.4000,135.9000,0,320,5560
RAL,20180306,113.6779,113.6779,110.4228,113.4275,6150,136.2000,136.2000,132.3000,135.9000,0,320,5560
RAL,20180305,116.4321,116.4321,112.6763,113.6779,6320,139.5000,139.5000,135.0000,136.2000,0,570,40
RAL,20180302,113.5109,114.3455,113.2605,113.5109,12310,136.0000,137.0000,135.7000,136.0000,0,0,530
RAL,20180301,113.4275,113.9283,112.6763,113.5109,26030,135.9000,136.5000,135.0000,136.0000,0,0,150
RAL,20180228,113.5109,113.5109,112.2589,113.4275,17000,136.0000,136.0000,134.5000,135.9000,0,790,220
RAL,20180227,114.6794,114.6794,111.8416,113.9282,45270,137.4000,137.4000,134.0000,136.5000,0,970,11990
RAL,20180226,115.1802,115.1802,112.8432,114.6794,18540,138.0000,138.0000,135.2000,137.4000,0,0,0
RAL,20180223,115.8479,116.6825,112.7597,115.0133,28540,138.8000,139.8000,135.1000,137.8000,0,110,0
RAL,20180222,116.8495,116.8495,114.4290,116.0148,6380,140.0000,140.0000,137.1000,139.0000,0,1060,0
RAL,20180221,121.0227,121.0227,116.0148,116.8495,6880,145.0000,145.0000,139.0000,140.0000,0,240,0
RAL,20180213,115.1802,115.1802,112.0086,115.1802,17520,138.0000,138.0000,134.2000,138.0000,0,420,11620
RAL,20180212,118.5187,118.5187,114.3455,115.1802,5320,142.0000,142.0000,137.0000,138.0000,0,1600,0
RAL,20180209,112.6763,114.6794,112.6763,114.6794,4800,135.0000,137.4000,135.0000,137.4000,0,1500,0
RAL,20180208,116.8495,116.8495,114.7629,114.7629,18910,140.0000,140.0000,137.5000,137.5000,0,1360,0
RAL,20180207,119.3534,119.3534,116.8495,116.8495,34110,143.0000,143.0000,140.0000,140.0000,0,0,0
RAL,20180206,111.4243,116.7660,111.4243,115.5975,38080,133.5000,139.9000,133.5000,138.5000,0,100,0
RAL,20180205,121.0227,121.0227,118.6857,119.3534,37190,145.0000,145.0000,142.2000,143.0000,0,4550,0
RAL,20180202,119.7707,121.0226,119.7707,121.0227,8910,143.5000,145.0000,143.5000,145.0000,0,0,0
RAL,20180201,121.0227,122.6085,120.1881,122.2746,22420,145.0000,146.9000,144.0000,146.5000,0,0,0
RAL,20180131,125.1958,125.1958,122.2746,123.1093,32630,150.0000,150.0000,146.5000,147.5000,0,10,0
RAL,20180130,124.7786,124.7786,121.1062,124.3612,10360,149.5000,149.5000,145.1000,149.0000,0,0,0
RAL,20180129,128.0337,128.0337,124.6116,124.7786,22700,153.4000,153.4000,149.3000,149.5000,0,410,0
RAL,20180126,127.6997,128.1171,124.1943,124.6951,59660,153.0000,153.5000,148.8000,149.4000,0,870,0
RAL,20180125,124.1108,124.1108,123.9439,124.1108,41680,148.7000,148.7000,148.5000,148.7000,0,0,0
RAL,20180122,116.9329,116.9329,115.2636,116.0148,28950,140.1000,140.1000,138.1000,139.0000,0,280,0
RAL,20180119,115.1802,118.5188,114.3456,116.9329,54210,138.0000,142.0000,137.0000,140.1000,0,0,0
RAL,20180118,113.5110,116.4322,112.6763,115.1802,11990,136.0000,139.5000,135.0000,138.0000,0,0,0
RAL,20180117,112.6763,115.9314,112.6763,114.3456,28490,135.0000,138.9000,135.0000,137.0000,0,130,170
RAL,20180116,116.4321,116.4321,115.2636,115.9314,13380,139.5000,139.5000,138.1000,138.9000,0,0,0
RAL,20180115,112.6763,116.0149,112.6763,116.0148,24320,135.0000,139.0000,135.0000,139.0000,0,0,0
RAL,20180112,111.8416,113.4275,111.8416,112.0086,8990,134.0000,135.9000,134.0000,134.2000,0,0,0
RAL,20180111,110.1724,111.4243,110.1724,111.0070,49180,132.0000,133.5000,132.0000,133.0000,0,1080,0
RAL,20180110,110.5897,111.8416,110.1724,111.0070,11200,132.5000,134.0000,132.0000,133.0000,0,0,3100
RAL,20180109,111.0070,112.0086,108.5031,111.0070,17890,133.0000,134.2000,130.0000,133.0000,0,0,0
RAL,20180108,111.7582,111.7582,108.9204,111.0070,860,133.9000,133.9000,130.5000,133.0000,0,0,0
RAL,20180105,110.5062,111.8416,108.6700,108.6700,8280,132.4000,134.0000,130.2000,130.2000,0,0,0
RAL,20180104,112.5928,112.5928,108.4196,110.5062,37970,134.9000,134.9000,129.9000,132.4000,0,0,0
RAL,20180103,111.8416,111.8416,109.3377,111.7582,10270,134.0000,134.0000,131.0000,133.9000,0,0,6890
RAL,20180102,112.5928,112.6763,111.8416,111.8416,20670,134.9000,135.0000,134.0000,134.0000,0,0,0
RAL,20171229,108.8369,111.0070,108.8369,111.0070,6250,130.4000,133.0000,130.4000,133.0000,0,200,0
RAL,20171228,109.4212,112.5928,109.4212,111.0070,10320,131.1000,134.9000,131.1000,133.0000,0,150,0
RAL,20171227,112.6763,112.6763,110.1724,111.0070,3460,135.0000,135.0000,132.0000,133.0000,0,0,0
RAL,20171226,112.6763,112.6763,108.5866,110.5897,13290,135.0000,135.0000,130.1000,132.5000,0,0,0
RAL,20171225,112.0086,113.5109,110.1724,110.1724,7170,134.2000,136.0000,132.0000,132.0000,0,0,0
RAL,20171222,113.5109,114.7629,112.6763,114.7629,1720,136.0000,137.5000,135.0000,137.5000,0,0,0
RAL,20171221,112.6763,115.1802,112.6763,114.9298,480,135.0000,138.0000,135.0000,137.7000,0,0,0
RAL,20171220,115.1802,116.0149,113.5110,113.5109,4090,138.0000,139.0000,136.0000,136.0000,0,0,0
RAL,20171219,115.1802,116.7661,114.9299,116.6826,1820,138.0000,139.9000,137.7000,139.8000,0,0,0
RAL,20171218,117.6007,117.6007,114.4290,116.6826,1970,140.9000,140.9000,137.1000,139.8000,0,0,0
RAL,20171215,114.3456,116.3487,113.5110,116.0983,3060,137.0000,139.4000,136.0000,139.1000,0,60,0
RAL,20171214,113.5109,116.7660,113.5109,116.4322,10220,136.0000,139.9000,136.0000,139.5000,0,0,0
RAL,20171213,116.0149,116.8495,116.0149,116.7660,460,139.0000,140.0000,139.0000,139.9000,0,0,0
RAL,20171212,114.7629,114.7629,113.5109,114.7629,6000,137.5000,137.5000,136.0000,137.5000,0,0,0
RAL,20171211,116.7661,116.7661,112.6763,115.1802,15380,139.9000,139.9000,135.0000,138.0000,0,0,7960
RAL,20171208,115.1802,116.0148,114.7629,115.7645,7310,138.0000,139.0000,137.5000,138.7000,0,0,0
RAL,20171207,116.0148,116.0148,113.5109,115.1802,1950,139.0000,139.0000,136.0000,138.0000,0,0,20
RAL,20171206,113.5109,115.1802,113.5109,115.1802,1250,136.0000,138.0000,136.0000,138.0000,0,0,0
RAL,20171205,113.8448,116.5991,113.5109,113.5109,12830,136.4000,139.7000,136.0000,136.0000,0,0,0
RAL,20171204,116.8495,116.8495,113.3440,113.3440,27570,140.0000,140.0000,135.8000,135.8000,0,220,19180
RAL,20171201,117.6007,117.6007,115.7645,116.8495,7890,140.9000,140.9000,138.7000,140.0000,0,60,0
RAL,20171130,116.0149,117.6007,116.0149,117.5172,9530,139.0000,140.9000,139.0000,140.8000,0,10,0
RAL,20171129,116.8495,117.6007,116.0148,116.8495,13170,140.0000,140.9000,139.0000,140.0000,0,100,0
RAL,20171128,117.6841,117.6841,116.7660,117.5172,1800,141.0000,141.0000,139.9000,140.8000,0,570,0
RAL,20171127,118.5188,118.5188,115.5975,117.6841,8630,142.0000,142.0000,138.5000,141.0000,0,100,0
RAL,20171124,118.9361,118.9361,116.3487,116.8495,20730,142.5000,142.5000,139.4000,140.0000,0,0,0
RAL,20171123,119.2699,120.1880,117.2668,119.3534,8900,142.9000,144.0000,140.5000,143.0000,0,10,0
RAL,20171122,116.8495,120.1881,116.0149,119.3534,17560,140.0000,144.0000,139.0000,143.0000,0,0,0
RAL,20171121,116.8495,116.8495,115.6810,116.8495,8310,140.0000,140.0000,138.6000,140.0000,0,10,100
RAL,20171120,116.0149,116.5991,115.1802,116.4322,2920,139.0000,139.7000,138.0000,139.5000,0,0,0
RAL,20171117,116.1817,116.7660,114.8463,116.4322,9800,139.2000,139.9000,137.6000,139.5000,0,0,0
RAL,20171116,115.5141,117.1834,115.1802,116.2652,6590,138.4000,140.4000,138.0000,139.3000,0,0,100
RAL,20171115,116.8495,118.1849,113.6778,115.5141,24510,140.0000,141.6000,136.2000,138.4000,0,0,0
RAL,20171114,114.4290,117.6841,114.4290,115.1802,17180,137.1000,141.0000,137.1000,138.0000,0,420,0
RAL,20171113,116.4322,117.6842,114.7629,117.6841,17280,139.5000,141.0000,137.5000,141.0000,0,0,0
RAL,20171110,116.4322,117.0164,115.1802,116.4322,9400,139.5000,140.2000,138.0000,139.5000,0,0,400
RAL,20171109,117.5171,117.5171,114.3455,116.4322,13670,140.8000,140.8000,137.0000,139.5000,0,200,2000
RAL,20171108,115.7644,117.6841,115.1802,116.0148,6510,138.7000,141.0000,138.0000,139.0000,0,0,1500
RAL,20171107,119.1865,119.1865,115.1802,117.6841,3170,142.8000,142.8000,138.0000,141.0000,0,0,0
RAL,20171106,114.3455,120.6053,114.3455,117.6841,16530,137.0000,144.5000,137.0000,141.0000,0,2550,0
RAL,20171103,115.1802,115.1802,113.5110,113.5109,11220,138.0000,138.0000,136.0000,136.0000,0,0,0
RAL,20171102,113.5109,115.0967,112.7597,114.3456,17700,136.0000,137.9000,135.1000,137.0000,0,500,0
RAL,20171101,112.7598,113.5110,111.8417,113.5109,26750,135.1000,136.0000,134.0000,136.0000,0,300,0
RAL,20171031,115.0967,115.0967,112.6763,112.7598,10260,137.9000,137.9000,135.0000,135.1000,0,150,0
RAL,20171030,112.7598,115.1803,112.7598,113.5109,25680,135.1000,138.0000,135.1000,136.0000,0,0,0
RAL,20171027,116.4322,116.8495,112.7597,112.7598,8780,139.5000,140.0000,135.1000,135.1000,0,70,0
RAL,20171026,113.1771,117.6841,113.1771,115.1802,47130,135.6000,141.0000,135.6000,138.0000,0,1520,0
RAL,20171025,111.9251,113.8448,111.9251,113.0936,9720,134.1000,136.4000,134.1000,135.5000,0,0,0
RAL,20171024,113.0936,115.1802,111.8416,111.9251,41500,135.5000,138.0000,134.0000,134.1000,0,0,500
RAL,20171023,105.9992,112.6763,105.1646,111.8416,53360,127.0000,135.0000,126.0000,134.0000,0,0,500
RAL,20171020,106.5000,106.5000,101.8260,105.9992,11690,127.6000,127.6000,122.0000,127.0000,0,0,0
RAL,20171019,105.0811,105.0811,103.4953,104.6638,9250,125.9000,125.9000,124.0000,125.4000,0,0,0
RAL,20171018,101.8260,106.8339,101.8260,104.3299,32800,122.0000,128.0000,122.0000,125.0000,0,0,500
RAL,20171017,102.3267,102.6606,100.9913,102.5772,8980,122.6000,123.0000,121.0000,122.9000,0,0,0
RAL,20171016,103.4953,105.1646,102.1599,102.1598,2120,124.0000,126.0000,122.4000,122.4000,0,0,0
RAL,20171013,102.6606,103.9125,100.9913,103.2449,920,123.0000,124.5000,121.0000,123.7000,0,0,0
RAL,20171012,102.2433,102.6606,100.4071,100.9913,7270,122.5000,123.0000,120.3000,121.0000,0,460,0
RAL,20171011,102.6606,104.3299,98.4874,103.9126,2210,123.0000,125.0000,118.0000,124.5000,0,0,0
RAL,20171010,104.9976,104.9976,102.6606,104.3299,950,125.8000,125.8000,123.0000,125.0000,0,0,0
RAL,20171009,102.4102,108.9204,102.4102,105.1645,3750,122.7000,130.5000,122.7000,126.0000,0,0,250
RAL,20171006,103.2448,103.2448,101.8259,101.8260,2090,123.7000,123.7000,122.0000,122.0000,0,0,0
RAL,20171005,103.4118,103.4118,103.0780,103.0779,2090,123.9000,123.9000,123.5000,123.5000,0,0,0
RAL,20171004,102.6606,103.0779,101.8260,102.9945,4170,123.0000,123.5000,122.0000,123.4000,0,0,0
RAL,20171003,103.4953,103.4953,101.8260,102.6606,3010,124.0000,124.0000,122.0000,123.0000,0,0,0
RAL,20171002,104.3299,104.3299,102.4937,103.4118,8980,125.0000,125.0000,122.8000,123.9000,0,0,0
RAL,20170929,105.1646,105.1646,102.7441,102.7441,6630,126.0000,126.0000,123.1000,123.1000,0,0,0
RAL,20170928,102.2433,102.6606,101.8260,101.8260,14100,122.5000,123.0000,122.0000,122.0000,0,8820,0
RAL,20170927,103.4953,103.4953,101.9095,102.2433,560,124.0000,124.0000,122.1000,122.5000,0,0,0
RAL,20170926,104.2464,104.9141,101.8259,101.8260,12210,124.9000,125.7000,122.0000,122.0000,0,0,0
RAL,20170925,102.6607,104.7473,102.6607,104.2464,9280,123.0000,125.5000,123.0000,124.9000,0,0,20
RAL,20170922,104.7472,104.7472,102.0763,103.4953,8500,125.5000,125.5000,122.3000,124.0000,0,0,0
RAL,20170921,106.8338,106.8338,104.3299,105.1645,7040,128.0000,128.0000,125.0000,126.0000,0,750,0
RAL,20170920,104.3299,106.8338,104.3299,105.9157,10660,125.0000,128.0000,125.0000,126.9000,0,70,1000
RAL,20170919,98.9047,104.3299,98.4039,104.3299,46840,118.5000,125.0000,117.9000,125.0000,0,3900,1570
RAL,20170918,100.1567,100.1567,98.1536,98.9047,3650,120.0000,120.0000,117.6000,118.5000,0,0,0
RAL,20170915,98.0701,99.7394,97.6528,99.3221,9050,117.5000,119.5000,117.0000,119.0000,0,0,0
RAL,20170914,100.0732,100.0732,97.6527,97.6528,5450,119.9000,119.9000,117.0000,117.0000,0,0,0
RAL,20170913,98.4874,100.0732,96.9016,100.0732,7690,118.0000,119.9000,116.1000,119.9000,0,130,100
RAL,20170912,97.6528,99.0717,96.8182,98.4874,5090,117.0000,118.7000,116.0000,118.0000,0,0,0
RAL,20170911,100.1567,100.6575,99.5725,99.5725,21270,120.0000,120.6000,119.3000,119.3000,0,17760,0
RAL,20170908,100.0733,100.7410,99.4056,100.4071,10700,119.9000,120.7000,119.1000,120.3000,0,2240,0
RAL,20170907,96.7347,100.1567,96.5678,99.3221,18100,115.9000,120.0000,115.7000,119.0000,0,2010,0
RAL,20170906,96.8182,96.8182,95.8166,96.7347,15690,116.0000,116.0000,114.8000,115.9000,0,430,0
RAL,20170905,96.0670,97.5693,96.0670,97.4859,4970,115.1000,116.9000,115.1000,116.8000,0,0,0
RAL,20170901,96.0670,98.0701,95.9835,97.6528,21900,115.1000,117.5000,115.0000,117.0000,0,100,0
RAL,20170831,98.2370,98.4874,96.0670,96.0670,8780,117.7000,118.0000,115.1000,115.1000,0,0,0
RAL,20170830,95.9835,97.6528,95.9835,97.6528,30950,115.0000,117.0000,115.0000,117.0000,0,0,0
RAL,20170829,97.6528,98.4875,95.9835,95.9835,23550,117.0000,118.0000,115.0000,115.0000,0,0,0
RAL,20170828,100.0732,100.1567,97.2354,97.2355,4570,119.9000,120.0000,116.5000,116.5000,0,0,0
RAL,20170825,99.9897,100.1567,98.0701,98.2370,3770,119.8000,120.0000,117.5000,117.7000,0,0,0
RAL,20170824,100.9063,100.9063,99.3205,99.8228,4850,120.9000,120.9000,119.0000,119.6000,0,0,0
RAL,20170823,100.9845,101.4001,99.2391,99.7378,16810,121.5000,122.0000,119.4000,120.0000,0,0,0
RAL,20170822,100.9845,101.5663,99.0729,100.9845,11220,121.5000,122.2000,119.2000,121.5000,0,0,0
RAL,20170821,101.8156,101.8156,98.9066,100.9845,19530,122.5000,122.5000,119.0000,121.5000,0,0,0
RAL,20170818,102.0650,102.0650,99.7378,100.9845,3770,122.8000,122.8000,120.0000,121.5000,0,0,0
RAL,20170817,103.0623,103.0623,101.4001,101.4001,2900,124.0000,124.0000,122.0000,122.0000,0,0,0
RAL,20170816,102.6468,103.0624,100.7351,102.2312,8120,123.5000,124.0000,121.2000,123.0000,0,0,0
RAL,20170815,101.3169,103.0624,100.9845,102.1481,23500,121.9000,124.0000,121.5000,122.9000,0,0,0
RAL,20170814,99.7378,103.0624,99.7378,101.0676,7410,120.0000,124.0000,120.0000,121.6000,0,0,0
RAL,20170811,99.3222,100.4858,98.4911,99.4885,10380,119.5000,120.9000,118.5000,119.7000,0,0,0
RAL,20170810,100.4027,100.4027,98.9066,99.3222,1170,120.8000,120.8000,119.0000,119.5000,0,0,0
RAL,20170809,99.7378,99.7378,97.7430,98.8235,16360,120.0000,120.0000,117.6000,118.9000,0,250,0
RAL,20170808,101.1508,101.2339,99.7378,100.4858,17190,121.7000,121.8000,120.0000,120.9000,0,0,0
RAL,20170807,97.2443,99.7378,93.2548,99.7378,49060,117.0000,120.0000,112.2000,120.0000,0,5000,20
RAL,20170804,98.9066,98.9066,95.9976,96.9950,40330,119.0000,119.0000,115.5000,116.7000,0,620,0
RAL,20170803,100.5689,100.5689,96.4132,98.0755,83840,121.0000,121.0000,116.0000,118.0000,0,0,280
RAL,20170802,100.6521,102.0651,99.7378,99.7378,35770,121.1000,122.8000,120.0000,120.0000,0,870,0
RAL,20170801,103.8935,103.8935,100.6520,100.6521,42210,125.0000,125.0000,121.1000,121.1000,0,20,0
RAL,20170731,101.9819,104.3091,99.7378,103.8935,47990,122.7000,125.5000,120.0000,125.0000,0,8030,0
RAL,20170728,101.4001,102.9793,101.4001,101.9819,58350,122.0000,123.9000,122.0000,122.7000,0,6150,0
RAL,20170727,102.6468,103.4780,100.1534,101.4001,62690,123.5000,124.5000,120.5000,122.0000,0,0,1000
RAL,20170726,101.8157,103.8105,100.1534,102.5637,64980,122.5000,124.9000,120.5000,123.4000,0,0,0
RAL,20170725,100.5689,104.6416,100.1534,101.8157,118430,121.0000,125.9000,120.5000,122.5000,0,530,0
RAL,20170724,106.7194,108.8804,106.4701,106.4701,42910,128.4000,131.0000,128.1000,128.1000,0,5000,7700
RAL,20170721,122.1789,122.1789,114.4492,114.4491,70780,147.0000,147.0000,137.7000,137.7000,0,0,0
RAL,20170720,124.5060,124.5891,120.5165,123.0100,11440,149.8000,149.9000,145.0000,148.0000,0,0,0
RAL,20170719,120.5165,124.6722,120.5165,123.8411,39190,145.0000,150.0000,145.0000,149.0000,0,10700,0
RAL,20170718,118.8542,121.6801,118.8542,120.5996,20730,143.0000,146.4000,143.0000,145.1000,0,7400,0
RAL,20170717,122.1788,122.5944,119.2698,120.5165,12620,147.0000,147.5000,143.5000,145.0000,0,0,0
RAL,20170714,120.5165,121.7632,120.5165,120.9321,62480,145.0000,146.5000,145.0000,145.5000,0,35370,0
RAL,20170713,114.5323,119.6854,114.5323,119.6022,47910,137.8000,144.0000,137.8000,143.9000,0,0,40
RAL,20170712,113.0361,113.7842,112.2881,113.0362,11700,136.0000,136.9000,135.1000,136.0000,0,19330,4910
RAL,20170711,112.6206,112.6206,111.8725,112.2050,20880,135.5000,135.5000,134.6000,135.0000,0,19330,4910
RAL,20170710,112.6206,112.6206,110.1271,112.2050,10900,135.5000,135.5000,132.5000,135.0000,0,0,0
RAL,20170707,114.1998,114.1998,111.5401,112.7868,5800,137.4000,137.4000,134.2000,135.7000,0,0,0
RAL,20170706,112.2050,113.0362,111.3739,112.9531,12500,135.0000,136.0000,134.0000,135.9000,0,0,0
RAL,20170705,111.8726,113.8674,111.8726,112.6206,10590,134.6000,137.0000,134.6000,135.5000,0,1970,0
RAL,20170704,115.1972,115.1972,111.8726,111.8726,5540,138.6000,138.6000,134.6000,134.6000,0,0,0
RAL,20170703,113.8673,114.6984,113.0361,114.6985,13680,137.0000,138.0000,136.0000,138.0000,0,140,0
RAL,20170630,114.6154,114.6154,113.2024,114.4491,17120,137.9000,137.9000,136.2000,137.7000,0,0,0
RAL,20170629,114.6985,114.6985,111.7895,114.2829,17740,138.0000,138.0000,134.5000,137.5000,0,70,1000
RAL,20170628,111.0414,112.9530,110.5427,112.5375,13040,133.6000,135.9000,133.0000,135.4000,0,0,0
RAL,20170627,114.6154,114.6154,111.0415,111.0414,14770,137.9000,137.9000,133.6000,133.6000,0,690,0
RAL,20170626,113.8673,113.8673,111.4570,112.9531,20090,137.0000,137.0000,134.1000,135.9000,0,690,0
RAL,20170623,115.3634,115.4465,111.7895,113.8673,18100,138.8000,138.9000,134.5000,137.0000,0,0,0
RAL,20170622,115.1140,117.1919,113.8673,115.3634,15620,138.5000,141.0000,137.0000,138.8000,0,0,0
RAL,20170621,113.0362,115.1972,113.0362,115.1140,61380,136.0000,138.6000,136.0000,138.5000,0,0,0
RAL,20170620,107.8831,113.0362,107.2182,111.7895,93900,129.8000,136.0000,129.0000,134.5000,0,30680,0
RAL,20170619,107.1351,108.7974,106.3870,107.8831,20560,128.9000,130.9000,128.0000,129.8000,0,0,0
RAL,20170616,106.2207,107.2181,105.5558,106.2208,56880,127.8000,129.0000,127.0000,127.8000,0,22200,0
RAL,20170615,103.0624,105.9714,103.0624,105.4727,15280,124.0000,127.5000,124.0000,126.9000,0,0,100
RAL,20170614,104.6415,104.7247,102.8961,103.4780,16730,125.9000,126.0000,123.8000,124.5000,0,0,300
RAL,20170613,107.8831,107.8831,103.1455,103.3117,5870,129.8000,129.8000,124.1000,124.3000,0,40,0
RAL,20170612,104.7247,105.3896,104.3091,104.7247,3310,126.0000,126.8000,125.5000,126.0000,0,0,130
RAL,20170609,103.8935,105.5558,103.0624,104.7247,21660,125.0000,127.0000,124.0000,126.0000,0,0,0
RAL,20170608,104.4753,104.4753,103.0623,103.8935,11060,125.7000,125.7000,124.0000,125.0000,0,0,0
RAL,20170607,104.7247,104.7247,103.1455,104.4753,14350,126.0000,126.0000,124.1000,125.7000,0,0,0
RAL,20170606,104.7247,105.5558,102.2313,104.7247,10200,126.0000,127.0000,123.0000,126.0000,0,0,0
RAL,20170605,108.0492,108.0492,103.0623,104.7247,4330,130.0000,130.0000,124.0000,126.0000,0,700,0
RAL,20170602,104.8078,106.7194,101.4001,106.7194,75050,126.1000,128.4000,122.0000,128.4000,0,0,0
RAL,20170601,106.3870,107.2182,104.8078,104.8078,20800,128.0000,129.0000,126.1000,126.1000,0,0,0
RAL,20170531,105.5559,106.3870,103.0624,106.3039,36410,127.0000,128.0000,124.0000,127.9000,0,3550,0
RAL,20170530,108.4649,108.8805,106.3870,106.3870,56870,130.5000,131.0000,128.0000,128.0000,0,880,0
RAL,20170529,108.8804,110.5427,108.4648,108.4649,28540,131.0000,133.0000,130.5000,130.5000,0,2030,0
RAL,20170526,110.5427,110.5427,107.9661,110.5427,15830,133.0000,133.0000,129.9000,133.0000,0,0,0
RAL,20170525,112.2051,113.0362,110.1272,110.5427,19760,135.0000,136.0000,132.5000,133.0000,0,1000,0
RAL,20170524,110.5427,110.7921,108.3817,110.1272,24680,133.0000,133.3000,130.4000,132.5000,0,290,100
RAL,20170523,104.7247,111.3739,104.7247,107.6337,66990,126.0000,134.0000,126.0000,129.5000,0,0,0
RAL,20170522,105.7221,106.2208,103.8936,104.7247,21060,127.2000,127.8000,125.0000,126.0000,0,0,0
RAL,20170519,105.7221,106.0546,104.7247,105.7221,17610,127.2000,127.6000,126.0000,127.2000,0,0,0
RAL,20170518,107.0519,107.0519,104.9740,105.6390,6570,128.8000,128.8000,126.3000,127.1000,0,200,0
RAL,20170517,103.8935,106.9687,103.8935,106.9688,34730,125.0000,128.7000,125.0000,128.7000,0,0,0
RAL,20170516,106.3038,106.3038,103.8935,103.8935,18190,127.9000,127.9000,125.0000,125.0000,0,0,0
